"collaboration_group","sequence","title","authid","authname","journal_name","date"
24,"5","Populist Radical-Right Attitudes, Political Involvement and Selective Information Consumption: Who Tunes Out and Who Prefers Attitude-Consonant Information","57202446216","Bromme L.","Mass Communication and Society","2024"
24,"6","Populist Radical-Right Attitudes, Political Involvement and Selective Information Consumption: Who Tunes Out and Who Prefers Attitude-Consonant Information","57222999820","Christner C.","Mass Communication and Society","2024"
24,"7","Populist Radical-Right Attitudes, Political Involvement and Selective Information Consumption: Who Tunes Out and Who Prefers Attitude-Consonant Information","57357377300","de León E.","Mass Communication and Society","2024"
24,"8","Populist Radical-Right Attitudes, Political Involvement and Selective Information Consumption: Who Tunes Out and Who Prefers Attitude-Consonant Information","57211609906","Urman A.","Mass Communication and Society","2024"
25,"1","Male and Female Brain Activity During the Screening of a Violent Movie: An EEG Study","57220204764","Cerdán-Martínez V.","Journal of Creative Communications","2024"
25,"2","Male and Female Brain Activity During the Screening of a Violent Movie: An EEG Study","57896977300","López-Segura P.","Journal of Creative Communications","2024"
25,"3","Male and Female Brain Activity During the Screening of a Violent Movie: An EEG Study","58555672800","Lucia-Mulas M.J.","Journal of Creative Communications","2024"
25,"4","Male and Female Brain Activity During the Screening of a Violent Movie: An EEG Study","58954539100","Sanz P.R.","Journal of Creative Communications","2024"
25,"5","Male and Female Brain Activity During the Screening of a Violent Movie: An EEG Study","7003831819","Alonso T.O.","Journal of Creative Communications","2024"
26,"1","Constitutional Liquidity between Rigidity and Flexibility: Constitutional Liquidity Clauses<sup>1</sup>","58137837600","Sauca J.M.","Problema","2024"
27,"1","Compliance with open access mandates and its effects on research visibility: the case of the Spanish National Plan of R&amp;D","58090424700","Sastrón-Toledo P.","Scientometrics","2024"
27,"2","Compliance with open access mandates and its effects on research visibility: the case of the Spanish National Plan of R&amp;D","58946167700","Alonso-Álvarez P.","Scientometrics","2024"
27,"3","Compliance with open access mandates and its effects on research visibility: the case of the Spanish National Plan of R&amp;D","54966837700","Mañana-Rodríguez J.","Scientometrics","2024"
28,"1","Artificial intelligence, disinformation and media literacy proposals around deepfakes","58639792200","Garriga M.","Observatorio","2024"
28,"2","Artificial intelligence, disinformation and media literacy proposals around deepfakes","58941679200","Ruiz-Incertis R.","Observatorio","2024"
28,"3","Artificial intelligence, disinformation and media literacy proposals around deepfakes","55578191300","Magallón-Rosa R.","Observatorio","2024"
29,"1","Voting for trade protectionist parties: Evidence from nine waves of the European Social Survey","23501212900","García-Viñuela E.","European Union Politics","2024"
29,"2","Voting for trade protectionist parties: Evidence from nine waves of the European Social Survey","57203575183","Motz N.","European Union Politics","2024"
29,"3","Voting for trade protectionist parties: Evidence from nine waves of the European Social Survey","55241483900","Riera P.","European Union Politics","2024"
30,"1","Los voluntarios de la Gran Guerra en la estrategia de los aliadófilos españoles","57731583600","López A.A.","Ayer","2024"
31,"1","Public funding accountability: a linked open data-based methodology for analysing the scientific productivity and influence of funded projects","25723755700","Perianes-Rodríguez A.","Scientometrics","2024"
31,"2","Public funding accountability: a linked open data-based methodology for analysing the scientific productivity and influence of funded projects","25031818000","Olmeda-Gómez C.","Scientometrics","2024"
31,"3","Public funding accountability: a linked open data-based methodology for analysing the scientific productivity and influence of funded projects","57208332014","Delbianco N.R.","Scientometrics","2024"
31,"4","Public funding accountability: a linked open data-based methodology for analysing the scientific productivity and influence of funded projects","55079980300","Grácio M.C.C.","Scientometrics","2024"
32,"1","Twitter Communication Among Democracy Actors: How Interacting With Journalists and Elected Officials Influence People’s Government Performance Assessment and Trust","26632759000","Gil de Zúñiga H.","Social Media and Society","2024"
32,"2","Twitter Communication Among Democracy Actors: How Interacting With Journalists and Elected Officials Influence People’s Government Performance Assessment and Trust","56118529700","Goyanes M.","Social Media and Society","2024"
32,"3","Twitter Communication Among Democracy Actors: How Interacting With Journalists and Elected Officials Influence People’s Government Performance Assessment and Trust","56436410400","Mateos A.","Social Media and Society","2024"
33,"1","Similarity in Consumption Patterns among Peasant Communities in Roman Central Hispania through Network Science","57930904900","Moreno-Navarro F.","Journal of Computer Applications in Archaeology","2024"
34,"1","The Feminization of Archive and Library Leadership in the Spanish Context","55880436400","Martínez-Cardama S.","Journal of Library Administration","2024"
34,"2","The Feminization of Archive and Library Leadership in the Spanish Context","9844561800","Pacios A.R.","Journal of Library Administration","2024"
35,"1","The Spanish 2023 general elections: unexpected snap elections to survive in power","57193213679","Vall-Prat P.","West European Politics","2024"
35,"2","The Spanish 2023 general elections: unexpected snap elections to survive in power","55758852400","Rodon T.","West European Politics","2024"
36,"1","Directors' Duties of Companies involved in M&amp;A Transactions","56609343900","Anibarro S.H.","InDret","2024"
36,"2","Directors' Duties of Companies involved in M&amp;A Transactions","58897397100","Zamarriego A.M.","InDret","2024"
37,"1","Revolutionary days: Introducing the Latin American Guerrillas Dataset","57212394020","Kreiman G.","Journal of Peace Research","2024"
38,"1","Agents preserving privacy on intelligent transportation systems according to EU law","7003326347","Carbo J.","Artificial Intelligence and Law","2024"
38,"2","Agents preserving privacy on intelligent transportation systems according to EU law","36624065400","Pedraza J.","Artificial Intelligence and Law","2024"
38,"3","Agents preserving privacy on intelligent transportation systems according to EU law","35392131900","Molina J.M.","Artificial Intelligence and Law","2024"
39,"1","An archaeology of media artivism: attempting to draft the history of digital culture for social change","57192272859","Fernández-Castrillo C.","Artnodes","2024"
39,"2","An archaeology of media artivism: attempting to draft the history of digital culture for social change","57233188600","Mantoan D.","Artnodes","2024"
40,"1","The culture of segregation in Orientalist video creation: to the question of the female body and power geometry in the work of Shirin Neshat","56373142300","Zahedi F.","Artnodes","2024"
41,"1","Social movements and Europeanisation: framing ‘responsibility’ and ‘responsiveness’ in times of multiple crises","6602283482","della Porta D.","Journal of European Public Policy","2024"
41,"2","Social movements and Europeanisation: framing ‘responsibility’ and ‘responsiveness’ in times of multiple crises","55959474800","Parks L.R.","Journal of European Public Policy","2024"
41,"3","Social movements and Europeanisation: framing ‘responsibility’ and ‘responsiveness’ in times of multiple crises","57190950505","Portos M.","Journal of European Public Policy","2024"
42,"1","Audiovisual practises in in the 15M mobilization cycle: technological innovation, documentary and video artivism","58879499200","Vilar Sastre G.","Artnodes","2024"
42,"2","Audiovisual practises in in the 15M mobilization cycle: technological innovation, documentary and video artivism","55578587500","Barranquero Carretero A.","Artnodes","2024"
43,"1","Media Artivism and gender subversion in South Korea: Siren Eun Young Jung’s “technology of the imagination”","58879182800","Dueñas Mohedas S.","Artnodes","2024"
43,"2","Media Artivism and gender subversion in South Korea: Siren Eun Young Jung’s “technology of the imagination”","58880127000","Martínez Pérez N.","Artnodes","2024"
43,"3","Media Artivism and gender subversion in South Korea: Siren Eun Young Jung’s “technology of the imagination”","58879498900","Sarmentera B.","Artnodes","2024"
44,"1","Social media posts as source for political news coverage inside and outside election campaigns: Examining effects on deliberative news media quality","57190213502","Oschatz C.","Journalism","2024"
44,"2","Social media posts as source for political news coverage inside and outside election campaigns: Examining effects on deliberative news media quality","57202420393","Gil-Lopez T.","Journalism","2024"
44,"3","Social media posts as source for political news coverage inside and outside election campaigns: Examining effects on deliberative news media quality","58870836400","Paltra D.","Journalism","2024"
44,"4","Social media posts as source for political news coverage inside and outside election campaigns: Examining effects on deliberative news media quality","56567902900","Stier S.","Journalism","2024"
44,"5","Social media posts as source for political news coverage inside and outside election campaigns: Examining effects on deliberative news media quality","57215322887","Schultz T.","Journalism","2024"
45,"1","Challenges of Journalists Across All Continents in the Coverage of the COVID-19 Pandemic","58865925200","Gomez-Sobrino R.","Journalism Practice","2024"
45,"2","Challenges of Journalists Across All Continents in the Coverage of the COVID-19 Pandemic","16432831800","Catalan-Matamoros D.","Journalism Practice","2024"
46,"1","Socioeconomic mortality differences during the Great Influenza in Spain","55368487600","Basco S.","Economics and Human Biology","2024"
46,"2","Socioeconomic mortality differences during the Great Influenza in Spain","7102412718","Domènech J.","Economics and Human Biology","2024"
46,"3","Socioeconomic mortality differences during the Great Influenza in Spain","6603479590","Rosés J.R.","Economics and Human Biology","2024"
47,"1","The Wars of Others: The Effect of the Russian Invasion of Ukraine on Spanish Nationalism","36196237600","Balcells L.","Journal of Politics","2024"
47,"2","The Wars of Others: The Effect of the Russian Invasion of Ukraine on Spanish Nationalism","57190592764","Tellez J.F.","Journal of Politics","2024"
47,"3","The Wars of Others: The Effect of the Russian Invasion of Ukraine on Spanish Nationalism","57214084026","Villamil F.","Journal of Politics","2024"
48,"1","Properties of supranational governance structures and policy diffusion: The case of mifepristone approvals","55274547500","Fernández J.J.","Regulation and Governance","2024"
48,"2","Properties of supranational governance structures and policy diffusion: The case of mifepristone approvals","58828547400","Sánchez P.","Regulation and Governance","2024"
49,"1","Current challenges of collective bargaining","57541150700","Carrasco M.C.","Trabajo y Derecho","2024"
50,"1","Does Schooling Increase Political Belief Accuracy?","57219571981","Di Leo R.","Political Studies","2024"
50,"2","Does Schooling Increase Political Belief Accuracy?","57217658944","Giani M.","Political Studies","2024"
51,"1","Shifting Electorates and Preferences in Chile's Constitutional Process","6603380656","Keefer P.","PS - Political Science and Politics","2024"
51,"2","Shifting Electorates and Preferences in Chile's Constitutional Process","8357519900","Negretto G.L.","PS - Political Science and Politics","2024"
52,"1","Multidimensional domestic gender inequality and the global diffusion of women’s ministries, 1975–2015","55274547500","Fernández J.J.","International Journal of Comparative Sociology","2024"
52,"2","Multidimensional domestic gender inequality and the global diffusion of women’s ministries, 1975–2015","56179391700","Clavería S.","International Journal of Comparative Sociology","2024"
52,"3","Multidimensional domestic gender inequality and the global diffusion of women’s ministries, 1975–2015","56378059700","Torre M.","International Journal of Comparative Sociology","2024"
53,"1","Investigating the Impact of Consumption Distribution on CRRA Estimation: Quantile-CCAPM-Based Approach","7102377689","Ramos S.B.","Studies in Nonlinear Dynamics and Econometrics","2024"
53,"2","Investigating the Impact of Consumption Distribution on CRRA Estimation: Quantile-CCAPM-Based Approach","26422577600","Taamouti A.","Studies in Nonlinear Dynamics and Econometrics","2024"
53,"3","Investigating the Impact of Consumption Distribution on CRRA Estimation: Quantile-CCAPM-Based Approach","57200590628","Veiga H.","Studies in Nonlinear Dynamics and Econometrics","2024"
54,"1","School starting age and the impact on school admission","15821861200","Cáceres-Delpiano J.","Empirical Economics","2024"
54,"2","School starting age and the impact on school admission","36662207800","Giolito E.","Empirical Economics","2024"
55,"1","The recovery plans at the time of COVID-19 foster the journey toward smart city development and sustainability: a narrative review","57204289509","Sadjadi E.N.","Environment, Development and Sustainability","2024"
56,"1","The nationalisation of subnational elections in polarised Spain: the May 2023 regional and local elections","57489596300","Madariaga A.G.","South European Society and Politics","2024"
56,"2","The nationalisation of subnational elections in polarised Spain: the May 2023 regional and local elections","55241483900","Riera P.","South European Society and Politics","2024"
57,"1","Geographical and gender inequalities in health sciences studies: testing differences in research productivity, impact and visibility","56118529700","Goyanes M.","Online Information Review","2024"
57,"2","Geographical and gender inequalities in health sciences studies: testing differences in research productivity, impact and visibility","57194760759","Demeter M.","Online Information Review","2024"
57,"3","Geographical and gender inequalities in health sciences studies: testing differences in research productivity, impact and visibility","57407081000","Háló G.","Online Information Review","2024"
57,"4","Geographical and gender inequalities in health sciences studies: testing differences in research productivity, impact and visibility","36969119400","Arcila-Calderón C.","Online Information Review","2024"
57,"5","Geographical and gender inequalities in health sciences studies: testing differences in research productivity, impact and visibility","26632759000","Gil de Zúñiga H.","Online Information Review","2024"
58,"1","The factor structure of exchange rates volatility: global and intermittent factors","16021198600","Caporin M.","Empirical Economics","2024"
58,"2","The factor structure of exchange rates volatility: global and intermittent factors","56144654500","Rodríguez-Caballero C.V.","Empirical Economics","2024"
58,"3","The factor structure of exchange rates volatility: global and intermittent factors","7103358982","Ruiz E.","Empirical Economics","2024"
59,"1","A contribution-based indicator of research productivity: theoretical definition and empirical testing in the field of communication","54411885500","Blasco-Blasco O.","Online Information Review","2024"
59,"2","A contribution-based indicator of research productivity: theoretical definition and empirical testing in the field of communication","57194760759","Demeter M.","Online Information Review","2024"
59,"3","A contribution-based indicator of research productivity: theoretical definition and empirical testing in the field of communication","56118529700","Goyanes M.","Online Information Review","2024"
60,"1","A Scholarly Definition of Artificial Intelligence (AI): Advancing AI as a Conceptual Framework in Communication Research","26632759000","Gil de Zúñiga H.","Political Communication","2024"
60,"2","A Scholarly Definition of Artificial Intelligence (AI): Advancing AI as a Conceptual Framework in Communication Research","56118529700","Goyanes M.","Political Communication","2024"
60,"3","A Scholarly Definition of Artificial Intelligence (AI): Advancing AI as a Conceptual Framework in Communication Research","58564663100","Durotoye T.","Political Communication","2024"
61,"1","Common enemies? Coups, insurgent strength and intra-elite competition: evidence from Latin America","57212394020","Kreiman G.","Democratization","2024"
62,"1","EASIER System. Evaluating a Spanish Lexical Simplification Proposal with People with Cognitive Impairments","57210098653","Alarcon R.","International Journal of Human-Computer Interaction","2024"
62,"2","EASIER System. Evaluating a Spanish Lexical Simplification Proposal with People with Cognitive Impairments","7101696703","Moreno L.","International Journal of Human-Computer Interaction","2024"
62,"3","EASIER System. Evaluating a Spanish Lexical Simplification Proposal with People with Cognitive Impairments","7202906176","Martínez P.","International Journal of Human-Computer Interaction","2024"
62,"4","EASIER System. Evaluating a Spanish Lexical Simplification Proposal with People with Cognitive Impairments","7007084189","Macías J.A.","International Journal of Human-Computer Interaction","2024"
63,"1","Ways of Seeing the Historic Process: An Analysis of the Spots from the Spanish Election Campaign of April 2019","36880378500","Serra M.","Journal of Communication Inquiry","2024"
63,"2","Ways of Seeing the Historic Process: An Analysis of the Spots from the Spanish Election Campaign of April 2019","57193260369","González R.","Journal of Communication Inquiry","2024"
64,"1","Crimes against workers in the background: Criminal conviction with aggravation in the second instance and the right to a trial with all guarantees (notes to STC 73/2019, of May 20)","57204104918","Uguina J.R.M.","Revista de Derecho de la Seguridad Social, Laborum","2023"
65,"1","The DMA’s Ithaca: Contestable and Fair Markets","58020576800","Ribera Martínez A.","World Competition","2023"
66,"1","Indigenous legal expertise, sacred rivers, and hydropower development projects in Third Pole country Nepal","36150313900","Viaene L.","Jindal Global Law Review","2023"
67,"1","ONLINE MISOGYNY AND THE LAW: ARE HUMAN RIGHTS PROTECTED ON THE NET?","55375965500","de la Fuente O.P.","Age of Human Rights Journal","2023"
68,"1","The AI Work of Art in the Age of Its Co-Creation","57192272859","Fernández-Castrillo C.","Magazen","2023"
69,"1","Does Abortion Liberalisation Accelerate Fertility Decline? A Worldwide Time-Series Analysis","55274547500","Fernández J.J.","European Journal of Population","2023"
69,"2","Does Abortion Liberalisation Accelerate Fertility Decline? A Worldwide Time-Series Analysis","55556028400","Juif D.","European Journal of Population","2023"
70,"1","Ultrahigh-Speed Fixed Broadband and Rural Development","58701456100","Arronte Ledo A.","Tijdschrift voor Economische en Sociale Geografie","2023"
70,"2","Ultrahigh-Speed Fixed Broadband and Rural Development","7003611781","Holl A.","Tijdschrift voor Economische en Sociale Geografie","2023"
71,"1","The European approach to online disinformation: geopolitical and regulatory dissonance","36616991900","Casero-Ripollés A.","Humanities and Social Sciences Communications","2023"
71,"2","The European approach to online disinformation: geopolitical and regulatory dissonance","57191495484","Tuñón J.","Humanities and Social Sciences Communications","2023"
71,"3","The European approach to online disinformation: geopolitical and regulatory dissonance","55382446200","Bouza-García L.","Humanities and Social Sciences Communications","2023"
72,"1","When information is not enough for strategic voting","58631305400","Schlegel B.E.","Electoral Studies","2023"
72,"2","When information is not enough for strategic voting","56866328200","Stoetzer L.F.","Electoral Studies","2023"
72,"3","When information is not enough for strategic voting","56516284600","Kraft P.W.","Electoral Studies","2023"
73,"1","Gender balance in the workforce and abortion attitudes: A cross-national time-series analysis","55274547500","Fernández J.J.","British Journal of Sociology","2023"
73,"2","Gender balance in the workforce and abortion attitudes: A cross-national time-series analysis","6701683286","Valiente C.","British Journal of Sociology","2023"
73,"3","Gender balance in the workforce and abortion attitudes: A cross-national time-series analysis","16679052800","Jaime-Castillo A.M.","British Journal of Sociology","2023"
74,"1","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","57814416400","Larroya F.","Scientific Data","2023"
74,"2","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","58115426400","Díaz O.","Scientific Data","2023"
74,"3","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","55331583000","Sagarra O.","Scientific Data","2023"
74,"4","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","58450922400","Colomer Simón P.","Scientific Data","2023"
74,"5","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","58321773600","Ferré S.","Scientific Data","2023"
74,"6","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","7005409234","Moro E.","Scientific Data","2023"
74,"7","Home-to-school pedestrian mobility GPS data from a citizen science experiment in the Barcelona area","7006849571","Perelló J.","Scientific Data","2023"
75,"1","SRAM-Based PUF Readouts","58289303300","Vinagrero S.","Scientific Data","2023"
75,"2","SRAM-Based PUF Readouts","50262594200","Martin H.","Scientific Data","2023"
75,"3","SRAM-Based PUF Readouts","58288910400","de Bignicourt A.","Scientific Data","2023"
75,"4","SRAM-Based PUF Readouts","24377094300","Vatajelu E.I.","Scientific Data","2023"
75,"5","SRAM-Based PUF Readouts","6603786965","Di Natale G.","Scientific Data","2023"
76,"1","Disentangling material, social, and cognitive determinants of human behavior and beliefs","57203354696","Tverskoi D.","Humanities and Social Sciences Communications","2023"
76,"2","Disentangling material, social, and cognitive determinants of human behavior and beliefs","57205880036","Guido A.","Humanities and Social Sciences Communications","2023"
76,"3","Disentangling material, social, and cognitive determinants of human behavior and beliefs","24823875200","Andrighetto G.","Humanities and Social Sciences Communications","2023"
76,"4","Disentangling material, social, and cognitive determinants of human behavior and beliefs","23068973000","Sánchez A.","Humanities and Social Sciences Communications","2023"
76,"5","Disentangling material, social, and cognitive determinants of human behavior and beliefs","7003653401","Gavrilets S.","Humanities and Social Sciences Communications","2023"
77,"1","The Interplay Between Explicit and Implicit Right-Wing Populism in Germany and Switzerland","7201524826","Maier M.","Political Psychology","2023"
77,"2","The Interplay Between Explicit and Implicit Right-Wing Populism in Germany and Switzerland","57202420393","Gil-López T.","Political Psychology","2023"
77,"3","The Interplay Between Explicit and Implicit Right-Wing Populism in Germany and Switzerland","57202446216","Bromme L.","Political Psychology","2023"
77,"4","The Interplay Between Explicit and Implicit Right-Wing Populism in Germany and Switzerland","36057817700","Zinkernagel A.","Political Psychology","2023"
77,"5","The Interplay Between Explicit and Implicit Right-Wing Populism in Germany and Switzerland","57279073200","Welzenbach-Vogel I.C.","Political Psychology","2023"
77,"6","The Interplay Between Explicit and Implicit Right-Wing Populism in Germany and Switzerland","57222999820","Christner C.","Political Psychology","2023"
77,"7","The Interplay Between Explicit and Implicit Right-Wing Populism in Germany and Switzerland","23024201100","Adam S.","Political Psychology","2023"
77,"8","The Interplay Between Explicit and Implicit Right-Wing Populism in Germany and Switzerland","55708809600","Schmitt M.","Political Psychology","2023"
77,"9","The Interplay Between Explicit and Implicit Right-Wing Populism in Germany and Switzerland","21834954200","Tillman E.R.","Political Psychology","2023"
78,"1","Economic Shocks and Fiscal Policy Preferences: Evidence From COVID-19 in Spain","37074743700","Jurado I.","Political Research Quarterly","2023"
78,"2","Economic Shocks and Fiscal Policy Preferences: Evidence From COVID-19 in Spain","55752852700","Kuo A.","Political Research Quarterly","2023"
