"collaboration_group","sequence","title","authid","authname","journal_name","date"
14,"1","A stochastic method for solving time-fractional differential equations","57225978941","Guidotti N.L.","Computers and Mathematics with Applications","2024"
14,"2","A stochastic method for solving time-fractional differential equations","6701611860","Acebrón J.A.","Computers and Mathematics with Applications","2024"
14,"3","A stochastic method for solving time-fractional differential equations","7103134352","Monteiro J.","Computers and Mathematics with Applications","2024"
15,"1","Adaptive multi-stage integration schemes for Hamiltonian Monte Carlo","58079769200","Nagar L.","Journal of Computational Physics","2024"
15,"2","Adaptive multi-stage integration schemes for Hamiltonian Monte Carlo","56461393500","Fernández-Pendás M.","Journal of Computational Physics","2024"
15,"3","Adaptive multi-stage integration schemes for Hamiltonian Monte Carlo","6701308500","Sanz-Serna J.M.","Journal of Computational Physics","2024"
15,"4","Adaptive multi-stage integration schemes for Hamiltonian Monte Carlo","6602614260","Akhmatskaya E.","Journal of Computational Physics","2024"
16,"1","An implicit, conservative electrostatic particle-in-cell algorithm for paraxial magnetic nozzles","57646363900","Jiménez P.","Journal of Computational Physics","2024"
16,"2","An implicit, conservative electrostatic particle-in-cell algorithm for paraxial magnetic nozzles","56250609200","Chacón L.","Journal of Computational Physics","2024"
16,"3","An implicit, conservative electrostatic particle-in-cell algorithm for paraxial magnetic nozzles","55804971600","Merino M.","Journal of Computational Physics","2024"
17,"1","Cost-sensitive probabilistic predictions for support vector machines","57201490512","Benítez-Peña S.","European Journal of Operational Research","2024"
17,"2","Cost-sensitive probabilistic predictions for support vector machines","6602777086","Blanquero R.","European Journal of Operational Research","2024"
17,"3","Cost-sensitive probabilistic predictions for support vector machines","7003487567","Carrizosa E.","European Journal of Operational Research","2024"
17,"4","Cost-sensitive probabilistic predictions for support vector machines","36169479700","Ramírez-Cobo P.","European Journal of Operational Research","2024"
18,"1","Price of Anarchy in Algorithmic Matching of Romantic Partners","55390792900","Abeliuk A.","ACM Transactions on Economics and Computation","2024"
18,"2","Price of Anarchy in Algorithmic Matching of Romantic Partners","8905985900","Elbassioni K.","ACM Transactions on Economics and Computation","2024"
18,"3","Price of Anarchy in Algorithmic Matching of Romantic Partners","10239828100","Rahwan T.","ACM Transactions on Economics and Computation","2024"
18,"4","Price of Anarchy in Algorithmic Matching of Romantic Partners","8724466500","Cebrian M.","ACM Transactions on Economics and Computation","2024"
18,"5","Price of Anarchy in Algorithmic Matching of Romantic Partners","23009881000","Rahwan I.","ACM Transactions on Economics and Computation","2024"
19,"1","An Analysis of the WPT Function for Pattern Optimization to Detect Defects in Bearings","57203966199","Zamorano M.","Machines","2024"
19,"2","An Analysis of the WPT Function for Pattern Optimization to Detect Defects in Bearings","58961561800","Gómez M.J.","Machines","2024"
19,"3","An Analysis of the WPT Function for Pattern Optimization to Detect Defects in Bearings","6602639608","Castejon C.","Machines","2024"
20,"1","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","57209316799","Guerrero-Miguel D.J.","Mathematics","2024"
20,"2","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","8669447500","Álvarez-Fernández M.I.","Mathematics","2024"
20,"3","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","57201423643","Gutiérrez-Moizant R.","Mathematics","2024"
20,"4","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","6507761751","Prendes-Gero M.B.","Mathematics","2024"
20,"5","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","55405240700","González-Nicieza C.","Mathematics","2024"
21,"1","Dirac Geometric Approach for the Unimodular Holst Action","56399093000","Díaz B.","Mathematics","2024"
21,"2","Dirac Geometric Approach for the Unimodular Holst Action","6701860499","Villaseñor E.J.S.","Mathematics","2024"
21,"3","Dirac Geometric Approach for the Unimodular Holst Action","58959814500","Salas D.Z.","Mathematics","2024"
22,"1","Group Classification for the Search and Identification of Related Patterns Using a Variety of Multivariate Techniques","57216392995","Boukichou-Abdelkader N.","Computation","2024"
22,"2","Group Classification for the Search and Identification of Related Patterns Using a Variety of Multivariate Techniques","25822526400","Montero-Alonso M.Á.","Computation","2024"
22,"3","Group Classification for the Search and Identification of Related Patterns Using a Variety of Multivariate Techniques","57470388000","Muñoz-García A.","Computation","2024"
23,"1","Malleability techniques applications in high-performance computing","7101919482","Carretero J.","International Journal of High Performance Computing Applications","2024"
23,"2","Malleability techniques applications in high-performance computing","58938126100","Suarez E.","International Journal of High Performance Computing Applications","2024"
23,"3","Malleability techniques applications in high-performance computing","57192104187","Schulz M.","International Journal of High Performance Computing Applications","2024"
24,"1","Terahertz radar with all-dielectric leaky-wave antenna","57226880567","Lees H.","APL Photonics","2024"
24,"2","Terahertz radar with all-dielectric leaky-wave antenna","56024928700","Headland D.","APL Photonics","2024"
24,"3","Terahertz radar with all-dielectric leaky-wave antenna","58934328000","Murakami S.","APL Photonics","2024"
24,"4","Terahertz radar with all-dielectric leaky-wave antenna","58858030100","Fujita M.","APL Photonics","2024"
24,"5","Terahertz radar with all-dielectric leaky-wave antenna","13407301700","Withayachumnankul W.","APL Photonics","2024"
25,"1","A Vibration Analysis for the Evaluation of Fuel Rail Pressure and Mass Air Flow Sensors on a Diesel Engine: Strategies for Predictive Maintenance","58220555400","Mafla-Yépez C.","Sensors","2024"
25,"2","A Vibration Analysis for the Evaluation of Fuel Rail Pressure and Mass Air Flow Sensors on a Diesel Engine: Strategies for Predictive Maintenance","6602639608","Castejon C.","Sensors","2024"
25,"3","A Vibration Analysis for the Evaluation of Fuel Rail Pressure and Mass Air Flow Sensors on a Diesel Engine: Strategies for Predictive Maintenance","36174329800","Rubio H.","Sensors","2024"
25,"4","A Vibration Analysis for the Evaluation of Fuel Rail Pressure and Mass Air Flow Sensors on a Diesel Engine: Strategies for Predictive Maintenance","58933066100","Morales C.","Sensors","2024"
26,"1","C-XAI: A conceptual framework for designing XAI tools that support trust calibration","57217108046","Naiseh M.","Journal of Responsible Technology","2024"
26,"2","C-XAI: A conceptual framework for designing XAI tools that support trust calibration","57209327460","Simkute A.","Journal of Responsible Technology","2024"
26,"3","C-XAI: A conceptual framework for designing XAI tools that support trust calibration","57196298817","Zieni B.","Journal of Responsible Technology","2024"
26,"4","C-XAI: A conceptual framework for designing XAI tools that support trust calibration","56038315600","Jiang N.","Journal of Responsible Technology","2024"
26,"5","C-XAI: A conceptual framework for designing XAI tools that support trust calibration","56038311800","Ali R.","Journal of Responsible Technology","2024"
27,"1","A novel wide-band, small size and high gain patch antenna array for 5G mm-wave applications using adaptive neuro-fuzzy inference system","57777938600","Sellak L.","Analog Integrated Circuits and Signal Processing","2024"
27,"2","A novel wide-band, small size and high gain patch antenna array for 5G mm-wave applications using adaptive neuro-fuzzy inference system","26431728400","Chabaa S.","Analog Integrated Circuits and Signal Processing","2024"
27,"3","A novel wide-band, small size and high gain patch antenna array for 5G mm-wave applications using adaptive neuro-fuzzy inference system","46461507300","Ibnyaich S.","Analog Integrated Circuits and Signal Processing","2024"
27,"4","A novel wide-band, small size and high gain patch antenna array for 5G mm-wave applications using adaptive neuro-fuzzy inference system","57210581446","Aguni L.","Analog Integrated Circuits and Signal Processing","2024"
27,"5","A novel wide-band, small size and high gain patch antenna array for 5G mm-wave applications using adaptive neuro-fuzzy inference system","57841232800","Sarosh A.","Analog Integrated Circuits and Signal Processing","2024"
27,"6","A novel wide-band, small size and high gain patch antenna array for 5G mm-wave applications using adaptive neuro-fuzzy inference system","57192876099","Zeroual A.","Analog Integrated Circuits and Signal Processing","2024"
27,"7","A novel wide-band, small size and high gain patch antenna array for 5G mm-wave applications using adaptive neuro-fuzzy inference system","6506661290","Baddou A.","Analog Integrated Circuits and Signal Processing","2024"
28,"1","The complexity of climate change mitigation: an experiment with large groups","57386609100","Alfonso A.","Journal of Physics: Complexity","2024"
28,"2","The complexity of climate change mitigation: an experiment with large groups","18036907700","Brañas-Garza P.","Journal of Physics: Complexity","2024"
28,"3","The complexity of climate change mitigation: an experiment with large groups","6602192383","Cabrales A.","Journal of Physics: Complexity","2024"
28,"4","The complexity of climate change mitigation: an experiment with large groups","23068973000","Sánchez A.","Journal of Physics: Complexity","2024"
29,"1","Gender differences in google scholar representation and impact: an empirical analysis of political communication, journalism, health communication, and media psychology","56118529700","Goyanes M.","Scientometrics","2024"
29,"2","Gender differences in google scholar representation and impact: an empirical analysis of political communication, journalism, health communication, and media psychology","57211317884","Tóth T.","Scientometrics","2024"
29,"3","Gender differences in google scholar representation and impact: an empirical analysis of political communication, journalism, health communication, and media psychology","57407081000","Háló G.","Scientometrics","2024"
30,"1","Quantum-Classical Coexistence in Multi-Band Optical Networks: A Noise Analysis of QKD","58834007600","Mehdizadeh P.","IEEE Communications Letters","2024"
30,"2","Quantum-Classical Coexistence in Multi-Band Optical Networks: A Noise Analysis of QKD","58836069300","Dibaj M.R.","IEEE Communications Letters","2024"
30,"3","Quantum-Classical Coexistence in Multi-Band Optical Networks: A Noise Analysis of QKD","26667535200","Beyranvand H.","IEEE Communications Letters","2024"
30,"4","Quantum-Classical Coexistence in Multi-Band Optical Networks: A Noise Analysis of QKD","48161071600","Arpanaei F.","IEEE Communications Letters","2024"
31,"1","Co-citation analysis between coupler authors of a scientific domain’s citation identity: a case study in scientometrics","57221643019","Castanha R.G.","Scientometrics","2024"
31,"2","Co-citation analysis between coupler authors of a scientific domain’s citation identity: a case study in scientometrics","55079980300","Grácio M.C.C.","Scientometrics","2024"
31,"3","Co-citation analysis between coupler authors of a scientific domain’s citation identity: a case study in scientometrics","25723755700","Perianes-Rodríguez A.","Scientometrics","2024"
32,"1","Spatial deep feature augmentation technique for FER using genetic algorithm","57192103924","Nida N.","Neural Computing and Applications","2024"
32,"2","Spatial deep feature augmentation technique for FER using genetic algorithm","15078604400","Yousaf M.H.","Neural Computing and Applications","2024"
32,"3","Spatial deep feature augmentation technique for FER using genetic algorithm","54882450900","Irtaza A.","Neural Computing and Applications","2024"
32,"4","Spatial deep feature augmentation technique for FER using genetic algorithm","56040144300","Javed S.","Neural Computing and Applications","2024"
32,"5","Spatial deep feature augmentation technique for FER using genetic algorithm","6701745050","Velastin S.A.","Neural Computing and Applications","2024"
33,"1","Detecting interference between applications and improving the scheduling using malleable application clones","57211281336","Cascajo A.","International Journal of High Performance Computing Applications","2024"
33,"2","Detecting interference between applications and improving the scheduling using malleable application clones","7403594582","Singh D.E.","International Journal of High Performance Computing Applications","2024"
33,"3","Detecting interference between applications and improving the scheduling using malleable application clones","7101919482","Carretero J.","International Journal of High Performance Computing Applications","2024"
34,"1","DAttNet: monocular depth estimation network based on attention mechanisms","57201856107","Astudillo A.","Neural Computing and Applications","2024"
34,"2","DAttNet: monocular depth estimation network based on attention mechanisms","57215349473","Barrera A.","Neural Computing and Applications","2024"
34,"3","DAttNet: monocular depth estimation network based on attention mechanisms","57197736787","Guindel C.","Neural Computing and Applications","2024"
34,"4","DAttNet: monocular depth estimation network based on attention mechanisms","56308645100","Al-Kaff A.","Neural Computing and Applications","2024"
34,"5","DAttNet: monocular depth estimation network based on attention mechanisms","14015459700","García F.","Neural Computing and Applications","2024"
35,"1","Empowering anomaly detection algorithm: a review","57322212700","Basheer M.Y.I.","IAES International Journal of Artificial Intelligence","2024"
35,"2","Empowering anomaly detection algorithm: a review","55421483500","Ali A.M.","IAES International Journal of Artificial Intelligence","2024"
35,"3","Empowering anomaly detection algorithm: a review","25825468900","Osman R.","IAES International Journal of Artificial Intelligence","2024"
35,"4","Empowering anomaly detection algorithm: a review","55419558500","Hamid N.H.A.","IAES International Journal of Artificial Intelligence","2024"
35,"5","Empowering anomaly detection algorithm: a review","25655592600","Nordin S.","IAES International Journal of Artificial Intelligence","2024"
35,"6","Empowering anomaly detection algorithm: a review","57195353083","Ariffin M.A.M.","IAES International Journal of Artificial Intelligence","2024"
35,"7","Empowering anomaly detection algorithm: a review","58736887100","Martínez J.A.I.","IAES International Journal of Artificial Intelligence","2024"
36,"1","Cluster and cloud computing for life sciences","7101919482","Carretero J.","Future Generation Computer Systems","2024"
36,"2","Cluster and cloud computing for life sciences","23004694400","Krefting D.","Future Generation Computer Systems","2024"
37,"1","LMI-Based Tracking Control of the Fuzzy Systems: Smooth Compositions Work Better","57204289509","Sadjadi E.N.","International Journal of Fuzzy Systems","2024"
38,"1","Software-Driven Connectivity Orchestration for Multidomain Network Functions Virtualization Ecosystems","57204193777","Nogales B.","IEEE Software","2024"
38,"2","Software-Driven Connectivity Orchestration for Multidomain Network Functions Virtualization Ecosystems","15125120200","Vidal I.","IEEE Software","2024"
38,"3","Software-Driven Connectivity Orchestration for Multidomain Network Functions Virtualization Ecosystems","15124978700","Valera F.","IEEE Software","2024"
38,"4","Software-Driven Connectivity Orchestration for Multidomain Network Functions Virtualization Ecosystems","57204191674","Sanchez-Aguero V.","IEEE Software","2024"
38,"5","Software-Driven Connectivity Orchestration for Multidomain Network Functions Virtualization Ecosystems","7201718777","Lopez D.R.","IEEE Software","2024"
39,"1","Estimation of Interference Correlation in mmWave Cellular Systems","6506347573","Tomasin S.","IEEE Transactions on Wireless Communications","2024"
39,"2","Estimation of Interference Correlation in mmWave Cellular Systems","58305463000","Hasler R.","IEEE Transactions on Wireless Communications","2024"
39,"3","Estimation of Interference Correlation in mmWave Cellular Systems","6701582212","Tulino A.M.","IEEE Transactions on Wireless Communications","2024"
39,"4","Estimation of Interference Correlation in mmWave Cellular Systems","8951304600","Sanchez-Fernandez M.","IEEE Transactions on Wireless Communications","2024"
40,"1","Designing user interfaces for content simplification aimed at people with cognitive impairments","7101696703","Moreno L.","Universal Access in the Information Society","2024"
40,"2","Designing user interfaces for content simplification aimed at people with cognitive impairments","12759866100","Petrie H.","Universal Access in the Information Society","2024"
40,"3","Designing user interfaces for content simplification aimed at people with cognitive impairments","7202906176","Martínez P.","Universal Access in the Information Society","2024"
40,"4","Designing user interfaces for content simplification aimed at people with cognitive impairments","57210098653","Alarcon R.","Universal Access in the Information Society","2024"
41,"1","Comparative analysis between a respeaking captioning system and a captioning system without human intervention","57221875179","Ruiz-Arroyo A.","Universal Access in the Information Society","2024"
41,"2","Comparative analysis between a respeaking captioning system and a captioning system without human intervention","57207533415","Garcia-Crespo A.","Universal Access in the Information Society","2024"
41,"3","Comparative analysis between a respeaking captioning system and a captioning system without human intervention","57924197800","Fuenmayor-Gonzalez F.","Universal Access in the Information Society","2024"
41,"4","Comparative analysis between a respeaking captioning system and a captioning system without human intervention","57221863601","Rodriguez-Goncalves R.","Universal Access in the Information Society","2024"
42,"1","Coded Caching With Heterogeneous User Profiles","57218528534","Zhang C.","IEEE Transactions on Information Theory","2024"
42,"2","Coded Caching With Heterogeneous User Profiles","57211256020","Wang S.","IEEE Transactions on Information Theory","2024"
42,"3","Coded Caching With Heterogeneous User Profiles","24066547400","Aggarwal V.","IEEE Transactions on Information Theory","2024"
42,"4","Coded Caching With Heterogeneous User Profiles","16239665500","Peleato B.","IEEE Transactions on Information Theory","2024"
43,"1","The Art of Cybercrime Community Research","57216346710","Hughes J.","ACM Computing Surveys","2024"
43,"2","The Art of Cybercrime Community Research","37049354000","Pastrana S.","ACM Computing Surveys","2024"
43,"3","The Art of Cybercrime Community Research","56350301400","Hutchings A.","ACM Computing Surveys","2024"
43,"4","The Art of Cybercrime Community Research","35301713700","Afroz S.","ACM Computing Surveys","2024"
43,"5","The Art of Cybercrime Community Research","57188838077","Samtani S.","ACM Computing Surveys","2024"
43,"6","The Art of Cybercrime Community Research","56467478800","Li W.","ACM Computing Surveys","2024"
43,"7","The Art of Cybercrime Community Research","58187279200","Santana Marin E.","ACM Computing Surveys","2024"
44,"1","Modulating LiFi for dual operation in the visible and infrared spectra","58844529600","Frometa Fonseca D.","Computer Communications","2024"
44,"2","Modulating LiFi for dual operation in the visible and infrared spectra","57218431161","Mir M.S.","Computer Communications","2024"
44,"3","Modulating LiFi for dual operation in the visible and infrared spectra","58845269800","Iglesias de Frutos S.","Computer Communications","2024"
44,"4","Modulating LiFi for dual operation in the visible and infrared spectra","57195409413","Genoves Guzman B.","Computer Communications","2024"
44,"5","Modulating LiFi for dual operation in the visible and infrared spectra","23396326400","Giustiniano D.","Computer Communications","2024"
45,"1","Engineering sustainable digital transformation projects immune to technical debt","6506529394","Sanchez-Segura M.I.","Kybernetes","2024"
45,"2","Engineering sustainable digital transformation projects immune to technical debt","12790283300","Medina-Dominguez F.","Kybernetes","2024"
45,"3","Engineering sustainable digital transformation projects immune to technical debt","57191275610","Dugarte-Peña G.L.","Kybernetes","2024"
45,"4","Engineering sustainable digital transformation projects immune to technical debt","12790343300","de Amescua-Seco A.","Kybernetes","2024"
45,"5","Engineering sustainable digital transformation projects immune to technical debt","57942023600","González Cruz R.","Kybernetes","2024"
46,"1","Design and Construction of a Prototype of an Assisting Device for Arm Exercise","7102783688","Ceccarelli M.","Machines","2024"
46,"2","Design and Construction of a Prototype of an Assisting Device for Arm Exercise","57196907781","Sanz S.","Machines","2024"
46,"3","Design and Construction of a Prototype of an Assisting Device for Arm Exercise","35951455400","Díaz V.","Machines","2024"
46,"4","Design and Construction of a Prototype of an Assisting Device for Arm Exercise","57191270930","Russo M.","Machines","2024"
47,"1","Clustering-based attack detection for adversarial reinforcement learning","57217239007","Majadas R.","Applied Intelligence","2024"
47,"2","Clustering-based attack detection for adversarial reinforcement learning","57196717269","García J.","Applied Intelligence","2024"
47,"3","Clustering-based attack detection for adversarial reinforcement learning","57212987440","Fernández F.","Applied Intelligence","2024"
48,"1","Two-stage crack identification in an Euler-Bernoulli rotating beam using modal parameters and Genetic Algorithm","56259915100","Muñoz-Abella B.","Smart Structures and Systems","2024"
48,"2","Two-stage crack identification in an Euler-Bernoulli rotating beam using modal parameters and Genetic Algorithm","7007108080","Rubio L.","Smart Structures and Systems","2024"
48,"3","Two-stage crack identification in an Euler-Bernoulli rotating beam using modal parameters and Genetic Algorithm","55314895600","Rubio P.","Smart Structures and Systems","2024"
49,"1","BGP convergence in an MRAI-free Internet","8910925900","García-Martínez A.","Computer Networks","2024"
49,"2","BGP convergence in an MRAI-free Internet","57217227871","Torres P.R.","Computer Networks","2024"
49,"3","BGP convergence in an MRAI-free Internet","8910926300","Bagnulo M.","Computer Networks","2024"
50,"1","QoT-aware tree selection, routing, modulation, and spectrum assignment for filterless EONs over the C + L-band","58837587100","Ghasrizadeh M.S.","Journal of Optical Communications and Networking","2024"
50,"2","QoT-aware tree selection, routing, modulation, and spectrum assignment for filterless EONs over the C + L-band","48161071600","Arpanaei F.","Journal of Optical Communications and Networking","2024"
50,"3","QoT-aware tree selection, routing, modulation, and spectrum assignment for filterless EONs over the C + L-band","26667535200","Beyranvand H.","Journal of Optical Communications and Networking","2024"
51,"1","Prediction-model-assisted reinforcement learning algorithm for handover decision-making in hybrid LiFi and WiFi networks","58844529600","Frometa Fonseca D.","Journal of Optical Communications and Networking","2024"
51,"2","Prediction-model-assisted reinforcement learning algorithm for handover decision-making in hybrid LiFi and WiFi networks","57195409413","Genoves Guzman B.","Journal of Optical Communications and Networking","2024"
51,"3","Prediction-model-assisted reinforcement learning algorithm for handover decision-making in hybrid LiFi and WiFi networks","58863523800","Luca Martena G.","Journal of Optical Communications and Networking","2024"
51,"4","Prediction-model-assisted reinforcement learning algorithm for handover decision-making in hybrid LiFi and WiFi networks","57191294601","Bian R.","Journal of Optical Communications and Networking","2024"
51,"5","Prediction-model-assisted reinforcement learning algorithm for handover decision-making in hybrid LiFi and WiFi networks","35570549500","Haas H.","Journal of Optical Communications and Networking","2024"
51,"6","Prediction-model-assisted reinforcement learning algorithm for handover decision-making in hybrid LiFi and WiFi networks","23396326400","Giustiniano D.","Journal of Optical Communications and Networking","2024"
52,"1","Enhancing lung abnormalities diagnosis using hybrid DCNN-ViT-GRU model with explainable AI: A deep learning approach","57207284075","Islam M.K.","Image and Vision Computing","2024"
52,"2","Enhancing lung abnormalities diagnosis using hybrid DCNN-ViT-GRU model with explainable AI: A deep learning approach","57201210638","Rahman M.M.","Image and Vision Computing","2024"
52,"3","Enhancing lung abnormalities diagnosis using hybrid DCNN-ViT-GRU model with explainable AI: A deep learning approach","57225851312","Ali M.S.","Image and Vision Computing","2024"
52,"4","Enhancing lung abnormalities diagnosis using hybrid DCNN-ViT-GRU model with explainable AI: A deep learning approach","58562917800","Mahim S.M.","Image and Vision Computing","2024"
