"collaboration_group","sequence","title","authid","authname","journal_name","date"
9,"5","Human–robot pair-bonding from a neuroendocrine perspective: Modeling the effect of oxytocin, arginine vasopressin, and dopamine on the social behavior of an autonomous robot","6603829011","Salichs M.Á.","Robotics and Autonomous Systems","2024"
10,"1","Emission and performance characterization of ionic liquids for an externally wetted electrospray thruster","58480781900","Villegas-Prados D.","Acta Astronautica","2024"
10,"2","Emission and performance characterization of ionic liquids for an externally wetted electrospray thruster","57195229601","Cruz J.","Acta Astronautica","2024"
10,"3","Emission and performance characterization of ionic liquids for an externally wetted electrospray thruster","57199509612","Wijnen M.","Acta Astronautica","2024"
10,"4","Emission and performance characterization of ionic liquids for an externally wetted electrospray thruster","24449439900","Fajardo P.","Acta Astronautica","2024"
10,"5","Emission and performance characterization of ionic liquids for an externally wetted electrospray thruster","57190857358","Navarro-Cavallé J.","Acta Astronautica","2024"
11,"1","Impact of risk measures and degradation cost on the optimal arbitrage schedule for battery energy storage systems","58101035700","Camuñas García-Miguel P.L.","International Journal of Electrical Power and Energy Systems","2024"
11,"2","Impact of risk measures and degradation cost on the optimal arbitrage schedule for battery energy storage systems","35247636400","Alonso-Martinez J.","International Journal of Electrical Power and Energy Systems","2024"
11,"3","Impact of risk measures and degradation cost on the optimal arbitrage schedule for battery energy storage systems","58669150800","Arnaltes Gómez S.","International Journal of Electrical Power and Energy Systems","2024"
11,"4","Impact of risk measures and degradation cost on the optimal arbitrage schedule for battery energy storage systems","9333506100","Rodríguez-Amenedo J.L.","International Journal of Electrical Power and Energy Systems","2024"
12,"1","Low-frequency oscillations damping with doubly-fed induction generators embodying grid-forming control with hardware-in-the-loop simulation","57218845915","Martínez J.C.","International Journal of Electrical Power and Energy Systems","2024"
12,"2","Low-frequency oscillations damping with doubly-fed induction generators embodying grid-forming control with hardware-in-the-loop simulation","24922792900","Gonzalez-Longatt F.","International Journal of Electrical Power and Energy Systems","2024"
12,"3","Low-frequency oscillations damping with doubly-fed induction generators embodying grid-forming control with hardware-in-the-loop simulation","57220729534","Gómez S.A.","International Journal of Electrical Power and Energy Systems","2024"
12,"4","Low-frequency oscillations damping with doubly-fed induction generators embodying grid-forming control with hardware-in-the-loop simulation","9333506100","Rodríguez Amenedo J.L.","International Journal of Electrical Power and Energy Systems","2024"
13,"1","A cathodoluminescence study of InP/InGaP axially heterostructured NWs for tandem solar cells","58898653900","Mediavilla I.","Nanotechnology","2024"
13,"2","A cathodoluminescence study of InP/InGaP axially heterostructured NWs for tandem solar cells","55639185100","Anaya J.","Nanotechnology","2024"
13,"3","A cathodoluminescence study of InP/InGaP axially heterostructured NWs for tandem solar cells","22634224200","Galiana B.","Nanotechnology","2024"
13,"4","A cathodoluminescence study of InP/InGaP axially heterostructured NWs for tandem solar cells","57200751302","Hrachowina L.","Nanotechnology","2024"
13,"5","A cathodoluminescence study of InP/InGaP axially heterostructured NWs for tandem solar cells","7004819652","Borgström M.T.","Nanotechnology","2024"
13,"6","A cathodoluminescence study of InP/InGaP axially heterostructured NWs for tandem solar cells","57199672896","Jimenez J.","Nanotechnology","2024"
14,"1","A Fast Monte Carlo Algorithm for Evaluating Matrix Functions with Application in Complex Networks","57225978941","Guidotti N.L.","Journal of Scientific Computing","2024"
14,"2","A Fast Monte Carlo Algorithm for Evaluating Matrix Functions with Application in Complex Networks","6701611860","Acebrón J.A.","Journal of Scientific Computing","2024"
14,"3","A Fast Monte Carlo Algorithm for Evaluating Matrix Functions with Application in Complex Networks","58388734600","Monteiro J.","Journal of Scientific Computing","2024"
15,"1","Additively-manufactured Mg wire-reinforced PLDL-matrix composites for biomedical applications","57361013400","Thompson C.","Journal of the Mechanical Behavior of Biomedical Materials","2024"
15,"2","Additively-manufactured Mg wire-reinforced PLDL-matrix composites for biomedical applications","7403372571","González C.","Journal of the Mechanical Behavior of Biomedical Materials","2024"
15,"3","Additively-manufactured Mg wire-reinforced PLDL-matrix composites for biomedical applications","55708653400","LLorca J.","Journal of the Mechanical Behavior of Biomedical Materials","2024"
16,"1","Weld Qualification of the Cold Mass of the Superconducting Quadrupoles Magnets (MQXF) for the HL-LHC Project","58834861600","Castro E.R.","IEEE Transactions on Applied Superconductivity","2024"
16,"2","Weld Qualification of the Cold Mass of the Superconducting Quadrupoles Magnets (MQXF) for the HL-LHC Project","55887109800","Santillana I.A.","IEEE Transactions on Applied Superconductivity","2024"
16,"3","Weld Qualification of the Cold Mass of the Superconducting Quadrupoles Magnets (MQXF) for the HL-LHC Project","6701652032","Sgobba S.","IEEE Transactions on Applied Superconductivity","2024"
16,"4","Weld Qualification of the Cold Mass of the Superconducting Quadrupoles Magnets (MQXF) for the HL-LHC Project","7005179230","Izquierdo G.A.","IEEE Transactions on Applied Superconductivity","2024"
16,"5","Weld Qualification of the Cold Mass of the Superconducting Quadrupoles Magnets (MQXF) for the HL-LHC Project","58401157400","Bonnin S.","IEEE Transactions on Applied Superconductivity","2024"
16,"6","Weld Qualification of the Cold Mass of the Superconducting Quadrupoles Magnets (MQXF) for the HL-LHC Project","58833636900","Bampton T.","IEEE Transactions on Applied Superconductivity","2024"
16,"7","Weld Qualification of the Cold Mass of the Superconducting Quadrupoles Magnets (MQXF) for the HL-LHC Project","8594626000","Prin H.","IEEE Transactions on Applied Superconductivity","2024"
16,"8","Weld Qualification of the Cold Mass of the Superconducting Quadrupoles Magnets (MQXF) for the HL-LHC Project","7003278914","Todesco E.","IEEE Transactions on Applied Superconductivity","2024"
16,"9","Weld Qualification of the Cold Mass of the Superconducting Quadrupoles Magnets (MQXF) for the HL-LHC Project","6603191513","Navas E.M.R.","IEEE Transactions on Applied Superconductivity","2024"
17,"1","Thunderstorm prediction during pre-tactical air-traffic-flow management using convolutional neural networks","57192710997","Jardines A.","Expert Systems with Applications","2024"
17,"2","Thunderstorm prediction during pre-tactical air-traffic-flow management using convolutional neural networks","57197791286","Eivazi H.","Expert Systems with Applications","2024"
17,"3","Thunderstorm prediction during pre-tactical air-traffic-flow management using convolutional neural networks","55566069700","Zea E.","Expert Systems with Applications","2024"
17,"4","Thunderstorm prediction during pre-tactical air-traffic-flow management using convolutional neural networks","57207191583","García-Heras J.","Expert Systems with Applications","2024"
17,"5","Thunderstorm prediction during pre-tactical air-traffic-flow management using convolutional neural networks","36678135100","Simarro J.","Expert Systems with Applications","2024"
17,"6","Thunderstorm prediction during pre-tactical air-traffic-flow management using convolutional neural networks","56353066200","Otero E.","Expert Systems with Applications","2024"
17,"7","Thunderstorm prediction during pre-tactical air-traffic-flow management using convolutional neural networks","36161339100","Soler M.","Expert Systems with Applications","2024"
17,"8","Thunderstorm prediction during pre-tactical air-traffic-flow management using convolutional neural networks","55553485100","Vinuesa R.","Expert Systems with Applications","2024"
18,"1","Thermal efficiency and endurance enhancement of tubular solar receivers using functionally graded materials","57210413055","Laporte-Azcué M.","Applied Energy","2024"
18,"2","Thermal efficiency and endurance enhancement of tubular solar receivers using functionally graded materials","55964739700","Rodríguez-Sánchez M.R.","Applied Energy","2024"
19,"1","Urchin-like Ni[sbnd]Co hydroxide@ tamarind seed biochar for high performance supercapacitor","57565262200","Khedulkar A.P.","Journal of Energy Storage","2024"
19,"2","Urchin-like Ni[sbnd]Co hydroxide@ tamarind seed biochar for high performance supercapacitor","57193531611","Pandit B.","Journal of Energy Storage","2024"
19,"3","Urchin-like Ni[sbnd]Co hydroxide@ tamarind seed biochar for high performance supercapacitor","57883513700","Yu W.J.","Journal of Energy Storage","2024"
19,"4","Urchin-like Ni[sbnd]Co hydroxide@ tamarind seed biochar for high performance supercapacitor","7006956479","Doong R.a.","Journal of Energy Storage","2024"
20,"1","Recent advances in microbial-assisted degradation and remediation of xenobiotic contaminants; challenges and future prospects","57226315795","Priya A.K.","Journal of Water Process Engineering","2024"
20,"2","Recent advances in microbial-assisted degradation and remediation of xenobiotic contaminants; challenges and future prospects","56721240300","Muruganandam M.","Journal of Water Process Engineering","2024"
20,"3","Recent advances in microbial-assisted degradation and remediation of xenobiotic contaminants; challenges and future prospects","56372610200","Kumar A.","Journal of Water Process Engineering","2024"
20,"4","Recent advances in microbial-assisted degradation and remediation of xenobiotic contaminants; challenges and future prospects","57442738400","Senthilkumar N.","Journal of Water Process Engineering","2024"
20,"5","Recent advances in microbial-assisted degradation and remediation of xenobiotic contaminants; challenges and future prospects","55212225100","Shkir M.","Journal of Water Process Engineering","2024"
20,"6","Recent advances in microbial-assisted degradation and remediation of xenobiotic contaminants; challenges and future prospects","57193531611","Pandit B.","Journal of Water Process Engineering","2024"
20,"7","Recent advances in microbial-assisted degradation and remediation of xenobiotic contaminants; challenges and future prospects","57892048200","Imran M.","Journal of Water Process Engineering","2024"
20,"8","Recent advances in microbial-assisted degradation and remediation of xenobiotic contaminants; challenges and future prospects","56720902200","Prakash C.","Journal of Water Process Engineering","2024"
20,"9","Recent advances in microbial-assisted degradation and remediation of xenobiotic contaminants; challenges and future prospects","55505602100","Ubaidullah M.","Journal of Water Process Engineering","2024"
21,"1","Assessment of a sustainable multigeneration system integrating supercritical CO<inf>2</inf> Brayton cycle and LNG regasification: Thermodynamic and exergoeconomic evaluation","57191290597","Yousef M.S.","Case Studies in Thermal Engineering","2024"
21,"2","Assessment of a sustainable multigeneration system integrating supercritical CO<inf>2</inf> Brayton cycle and LNG regasification: Thermodynamic and exergoeconomic evaluation","57198491699","Hawwash A.A.","Case Studies in Thermal Engineering","2024"
21,"3","Assessment of a sustainable multigeneration system integrating supercritical CO<inf>2</inf> Brayton cycle and LNG regasification: Thermodynamic and exergoeconomic evaluation","58065767500","Santana D.","Case Studies in Thermal Engineering","2024"
22,"1","Adaptive velocity control of an autonomous vehicle using input-error model reference approach","57210565636","Simorgh A.","Journal of the Franklin Institute","2024"
22,"2","Adaptive velocity control of an autonomous vehicle using input-error model reference approach","36816482100","Razminia A.","Journal of the Franklin Institute","2024"
22,"3","Adaptive velocity control of an autonomous vehicle using input-error model reference approach","57216312803","Marashian A.","Journal of the Franklin Institute","2024"
23,"1","Numerical Analysis of Hyper Velocity Impact on quasi-isotropic carbon fiber reinforced polymer laminates","57201091786","Pai A.","Acta Astronautica","2024"
23,"2","Numerical Analysis of Hyper Velocity Impact on quasi-isotropic carbon fiber reinforced polymer laminates","54411040300","Rodriguez-Millan M.","Acta Astronautica","2024"
23,"3","Numerical Analysis of Hyper Velocity Impact on quasi-isotropic carbon fiber reinforced polymer laminates","58830529600","Nishida M.","Acta Astronautica","2024"
23,"4","Numerical Analysis of Hyper Velocity Impact on quasi-isotropic carbon fiber reinforced polymer laminates","57222006009","Su Z.","Acta Astronautica","2024"
23,"5","Numerical Analysis of Hyper Velocity Impact on quasi-isotropic carbon fiber reinforced polymer laminates","58891165100","B. S.S.","Acta Astronautica","2024"
24,"1","Deflection of dangerous middle-size LEO debris with autonomous space-based laser brooms via surgical actions","6508279481","Gambi J.M.","Acta Astronautica","2024"
24,"2","Deflection of dangerous middle-size LEO debris with autonomous space-based laser brooms via surgical actions","7004864854","Phipps C.","Acta Astronautica","2024"
24,"3","Deflection of dangerous middle-size LEO debris with autonomous space-based laser brooms via surgical actions","6506147138","Garcia del Pino M.L.","Acta Astronautica","2024"
24,"4","Deflection of dangerous middle-size LEO debris with autonomous space-based laser brooms via surgical actions","57202013001","Mosser J.","Acta Astronautica","2024"
24,"5","Deflection of dangerous middle-size LEO debris with autonomous space-based laser brooms via surgical actions","6602657961","Weinmüller E.B.","Acta Astronautica","2024"
24,"6","Deflection of dangerous middle-size LEO debris with autonomous space-based laser brooms via surgical actions","58864044600","Alderete M.","Acta Astronautica","2024"
25,"1","Review: High Speed Temperature Measurements Under Dynamic Loading","57306074200","Goviazin G.G.","Experimental Mechanics","2024"
25,"2","Review: High Speed Temperature Measurements Under Dynamic Loading","57201884740","Nieto-Fuentes J.C.","Experimental Mechanics","2024"
25,"3","Review: High Speed Temperature Measurements Under Dynamic Loading","7006284538","Rittel D.","Experimental Mechanics","2024"
26,"1","The Statistical Theory of the Angiogenesis Equations","7003546721","Birnir B.","Journal of Nonlinear Science","2024"
26,"2","The Statistical Theory of the Angiogenesis Equations","7006392627","Bonilla L.","Journal of Nonlinear Science","2024"
26,"3","The Statistical Theory of the Angiogenesis Equations","7006690863","Carretero M.","Journal of Nonlinear Science","2024"
26,"4","The Statistical Theory of the Angiogenesis Equations","6506115724","Terragni F.","Journal of Nonlinear Science","2024"
27,"1","Eringen’s model via linearization of nonlocal hyperelasticity","7003268723","Bellido J.C.","Mathematics and Mechanics of Solids","2024"
27,"2","Eringen’s model via linearization of nonlocal hyperelasticity","57215817072","Cueto J.","Mathematics and Mechanics of Solids","2024"
27,"3","Eringen’s model via linearization of nonlocal hyperelasticity","6506772604","Mora-Corral C.","Mathematics and Mechanics of Solids","2024"
28,"1","Evaporation of binary liquids from a capillary tube","57222178212","Thayyil Raju L.","Journal of Fluid Mechanics","2024"
28,"2","Evaporation of binary liquids from a capillary tube","55931738600","Diddens C.","Journal of Fluid Mechanics","2024"
28,"3","Evaporation of binary liquids from a capillary tube","9845435800","Rodríguez-Rodríguez J.","Journal of Fluid Mechanics","2024"
28,"4","Evaporation of binary liquids from a capillary tube","57209328681","Van Der Linden M.N.","Journal of Fluid Mechanics","2024"
28,"5","Evaporation of binary liquids from a capillary tube","8918489500","Zhang X.","Journal of Fluid Mechanics","2024"
28,"6","Evaporation of binary liquids from a capillary tube","7005589198","Lohse D.","Journal of Fluid Mechanics","2024"
28,"7","Evaporation of binary liquids from a capillary tube","56577741600","Sen U.","Journal of Fluid Mechanics","2024"
29,"1","Self-tuning model predictive control for wake flows","58858516900","Marra L.","Journal of Fluid Mechanics","2024"
29,"2","Self-tuning model predictive control for wake flows","57211446581","Meilán-Vila A.","Journal of Fluid Mechanics","2024"
29,"3","Self-tuning model predictive control for wake flows","37123621500","Discetti S.","Journal of Fluid Mechanics","2024"
30,"1","Exergy analysis of packed and fluidized bed thermal energy storage systems","14037100000","Almendros-Ibáñez J.A.","Applied Thermal Engineering","2024"
30,"2","Exergy analysis of packed and fluidized bed thermal energy storage systems","57202110568","Díaz-Heras M.","Applied Thermal Engineering","2024"
30,"3","Exergy analysis of packed and fluidized bed thermal energy storage systems","55189742300","Belmonte J.F.","Applied Thermal Engineering","2024"
30,"4","Exergy analysis of packed and fluidized bed thermal energy storage systems","14047648400","Sobrino C.","Applied Thermal Engineering","2024"
31,"1","Boosting supercapacitor performance with a cobalt hydroxide in-situ preparation orange peel biochar flower-like composite","57565262200","Khedulkar A.P.","Journal of Energy Storage","2024"
31,"2","Boosting supercapacitor performance with a cobalt hydroxide in-situ preparation orange peel biochar flower-like composite","57883513700","Yu W.J.","Journal of Energy Storage","2024"
31,"3","Boosting supercapacitor performance with a cobalt hydroxide in-situ preparation orange peel biochar flower-like composite","57218252185","Dang V.D.","Journal of Energy Storage","2024"
31,"4","Boosting supercapacitor performance with a cobalt hydroxide in-situ preparation orange peel biochar flower-like composite","57193531611","Pandit B.","Journal of Energy Storage","2024"
31,"5","Boosting supercapacitor performance with a cobalt hydroxide in-situ preparation orange peel biochar flower-like composite","7006956479","Doong R.a.","Journal of Energy Storage","2024"
32,"1","Design and aircraft-in-the-loop validation of structured-H<inf>∞</inf> self-scheduled fault-tolerant controllers","57193094082","Waitman S.","International Journal of Robust and Nonlinear Control","2024"
32,"2","Design and aircraft-in-the-loop validation of structured-H<inf>∞</inf> self-scheduled fault-tolerant controllers","22634801900","Marcos A.","International Journal of Robust and Nonlinear Control","2024"
32,"3","Design and aircraft-in-the-loop validation of structured-H<inf>∞</inf> self-scheduled fault-tolerant controllers","55545171700","Sato M.","International Journal of Robust and Nonlinear Control","2024"
33,"1","Influence of immersed particles on the stability of the liquid-liquid interface in a two-layer channel flow","57244345100","Ruiz-Martín D.","Journal of Fluid Mechanics","2024"
33,"2","Influence of immersed particles on the stability of the liquid-liquid interface in a two-layer channel flow","56366022100","Rivero-Rodríguez J.","Journal of Fluid Mechanics","2024"
33,"3","Influence of immersed particles on the stability of the liquid-liquid interface in a two-layer channel flow","12783533200","Sánchez-Sanz M.","Journal of Fluid Mechanics","2024"
34,"1","An Analysis of the WPT Function for Pattern Optimization to Detect Defects in Bearings","57203966199","Zamorano M.","Machines","2024"
34,"2","An Analysis of the WPT Function for Pattern Optimization to Detect Defects in Bearings","58961561800","Gómez M.J.","Machines","2024"
34,"3","An Analysis of the WPT Function for Pattern Optimization to Detect Defects in Bearings","6602639608","Castejon C.","Machines","2024"
35,"1","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","57209316799","Guerrero-Miguel D.J.","Mathematics","2024"
35,"2","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","8669447500","Álvarez-Fernández M.I.","Mathematics","2024"
35,"3","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","57201423643","Gutiérrez-Moizant R.","Mathematics","2024"
35,"4","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","6507761751","Prendes-Gero M.B.","Mathematics","2024"
35,"5","The Influence of Platen Stiffness on a Specimen’s Failure Initiation Point and the Failure Pattern of Brittle Materials in the Standardized Uniaxial Compression Test","55405240700","González-Nicieza C.","Mathematics","2024"
36,"1","Dirac Geometric Approach for the Unimodular Holst Action","56399093000","Díaz B.","Mathematics","2024"
36,"2","Dirac Geometric Approach for the Unimodular Holst Action","6701860499","Villaseñor E.J.S.","Mathematics","2024"
36,"3","Dirac Geometric Approach for the Unimodular Holst Action","58959814500","Salas D.Z.","Mathematics","2024"
37,"1","Optimal Allocation of Photovoltaic-Green Distributed Generation for Maximizing the Performance of Electrical Distribution Networks","58723969400","Majeed A.A.","Energies","2024"
37,"2","Optimal Allocation of Photovoltaic-Green Distributed Generation for Maximizing the Performance of Electrical Distribution Networks","6507297082","Abderrahim M.","Energies","2024"
37,"3","Optimal Allocation of Photovoltaic-Green Distributed Generation for Maximizing the Performance of Electrical Distribution Networks","58176448800","Alkhazraji A.A.","Energies","2024"
38,"1","Solar Photovoltaic Cooker with No Electronics or Battery","58706543600","Lecuona-Neumann A.","Energies","2024"
38,"2","Solar Photovoltaic Cooker with No Electronics or Battery","58931958700","Nogueira-Goriba J.I.","Energies","2024"
38,"3","Solar Photovoltaic Cooker with No Electronics or Battery","57202928183","Famiglietti A.","Energies","2024"
38,"4","Solar Photovoltaic Cooker with No Electronics or Battery","36515501000","Rodríguez-Hidalgo M.d.C.","Energies","2024"
38,"5","Solar Photovoltaic Cooker with No Electronics or Battery","55433873700","Boubour J.","Energies","2024"
39,"1","A Vibration Analysis for the Evaluation of Fuel Rail Pressure and Mass Air Flow Sensors on a Diesel Engine: Strategies for Predictive Maintenance","58220555400","Mafla-Yépez C.","Sensors","2024"
39,"2","A Vibration Analysis for the Evaluation of Fuel Rail Pressure and Mass Air Flow Sensors on a Diesel Engine: Strategies for Predictive Maintenance","6602639608","Castejon C.","Sensors","2024"
39,"3","A Vibration Analysis for the Evaluation of Fuel Rail Pressure and Mass Air Flow Sensors on a Diesel Engine: Strategies for Predictive Maintenance","36174329800","Rubio H.","Sensors","2024"
39,"4","A Vibration Analysis for the Evaluation of Fuel Rail Pressure and Mass Air Flow Sensors on a Diesel Engine: Strategies for Predictive Maintenance","58933066100","Morales C.","Sensors","2024"
40,"1","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","57194034744","Manjunatha K.","Journal of Materials Science: Materials in Electronics","2024"
40,"2","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","57326460800","Ho M.K.","Journal of Materials Science: Materials in Electronics","2024"
40,"3","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","57921366700","Hsu T.E.","Journal of Materials Science: Materials in Electronics","2024"
40,"4","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","56372610200","Kumar A.","Journal of Materials Science: Materials in Electronics","2024"
40,"5","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","36620655600","Wu S.Y.","Journal of Materials Science: Materials in Electronics","2024"
40,"6","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","58701886400","Hardi S.S.","Journal of Materials Science: Materials in Electronics","2024"
40,"7","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","57201580363","Chethan B.","Journal of Materials Science: Materials in Electronics","2024"
40,"8","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","7203041588","Prasad V.","Journal of Materials Science: Materials in Electronics","2024"
40,"9","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","57193531611","Pandit B.","Journal of Materials Science: Materials in Electronics","2024"
40,"10","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","55505602100","Ubaidullah M.","Journal of Materials Science: Materials in Electronics","2024"
40,"11","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","58783745400","Manjunatha S.O.","Journal of Materials Science: Materials in Electronics","2024"
40,"12","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","55619046400","Basavegowda N.","Journal of Materials Science: Materials in Electronics","2024"
40,"13","Structure, microstructure, and enhanced sensing behavior of nickle ferrite–cobalt chromate for humidity sensor applications","57188588717","Angadi V.J.","Journal of Materials Science: Materials in Electronics","2024"
41,"1","Design of a soft sensor based on silver-coated polyamide threads and stress-strain modeling via Gaussian processes","58220302800","Ballester C.","Sensors and Actuators A: Physical","2024"
41,"2","Design of a soft sensor based on silver-coated polyamide threads and stress-strain modeling via Gaussian processes","58844494700","Muñoz V.","Sensors and Actuators A: Physical","2024"
41,"3","Design of a soft sensor based on silver-coated polyamide threads and stress-strain modeling via Gaussian processes","54787381400","Copaci D.","Sensors and Actuators A: Physical","2024"
41,"4","Design of a soft sensor based on silver-coated polyamide threads and stress-strain modeling via Gaussian processes","57206187790","Moreno L.","Sensors and Actuators A: Physical","2024"
41,"5","Design of a soft sensor based on silver-coated polyamide threads and stress-strain modeling via Gaussian processes","7004633581","Blanco D.","Sensors and Actuators A: Physical","2024"
42,"1","Quantum-Classical Coexistence in Multi-Band Optical Networks: A Noise Analysis of QKD","58834007600","Mehdizadeh P.","IEEE Communications Letters","2024"
42,"2","Quantum-Classical Coexistence in Multi-Band Optical Networks: A Noise Analysis of QKD","58836069300","Dibaj M.R.","IEEE Communications Letters","2024"
